Tile Index,Sub-Tile Index,Building Density,Building Height Avg,Building Height Stdev,Tree Density,Tree Height Avg,Tree Height Stdev,Shadow Factor 8am (With CDSM),Shadow Factor 12pm (With CDSM),Shadow Factor 4pm (With CDSM),Sky View Factor (With CDSM),Shadow Factor 8am (Without CDSM),Shadow Factor 12pm (Without CDSM),Shadow Factor 4pm (Without CDSM),Sky View Factor (Without CDSM)
2534_1157,13,1.59,4.754716873168945,1.835934042930603,53.522499999999994,10.404222523237891,7.258818820225221,0.6302148,0.6519553,0.44844252,,0.97416604,0.9987135,0.9136581,
2534_1157,14,0.0,0.0,0.0,31.7925,15.1516867185657,9.134248134189868,0.31857714,0.355122,0.33057597,,0.94028616,1.0,0.97210467,
2534_1157,20,0.0,0.0,0.0,57.599999999999994,10.72482638888889,6.8098344661210595,,,,,,,,
2534_1157,21,0.0,0.0,0.0,46.1175,14.344066785927252,6.860453442763635,0.24827753,0.31824374,0.332818,,0.9786886,1.0,0.8779733,
2534_1157,22,0.0,0.0,0.0,6.345000000000001,11.457840819542946,5.969319674053039,0.7873311,0.8444437,0.8391814,,0.9957798,1.0,0.9642459,
2534_1157,23,0.0,0.0,0.0,0.31,6.508064516129032,2.638107727696965,0.9814141,0.9986915,0.9621078,,0.9847033,1.0,0.96980274,
2534_1157,24,0.0,0.0,0.0,0.7975,6.197492163009405,3.219531885272051,0.9630656,0.9682237,0.887707,,0.98852754,1.0,0.9543328,
2534_1157,30,0.0,0.0,0.0,35.2175,13.032086320721232,7.887175131357905,,,,,,,,
2534_1157,31,0.0,0.0,0.0,43.847500000000004,14.366611551399737,8.640618154879762,0.52906895,0.5884018,0.37794745,,0.82789934,0.9991948,0.77038157,
2534_1157,32,0.0,0.0,0.0,82.6075,18.787821929001606,11.420925247244167,0.12451105,0.21955219,0.14178115,,0.91922307,0.99991333,0.84842575,
2534_1157,33,0.0,0.0,0.0,55.852500000000006,17.82861107381048,10.169497577620453,0.14286058,0.2845535,0.30250144,,0.961746,0.9974258,0.8886166,
2534_1157,34,0.0,0.0,0.0,42.3275,14.257338609650937,9.439466332366285,0.4162283,0.54860103,0.49819,,0.9496671,1.0,0.9630703,
2534_1157,40,0.6725,3.6096653938293457,1.3133782148361206,6.950000000000001,5.133093525179856,4.440767457316142,,,,,,,,
2534_1157,41,0.0,0.0,0.0,10.5475,4.596112822943826,5.255766396075837,0.59259653,0.88145673,0.81739336,,0.7636931,0.99971503,0.94540215,
2534_1157,42,0.0,0.0,0.0,41.195,16.338997451146984,11.615795796846903,0.4563626,0.5611985,0.41766763,,0.78369343,0.9997525,0.91041064,
2534_1157,43,0.0,0.0,0.0,68.4375,15.84862100456621,7.72794179583034,0.3682545,0.37902194,0.25489146,,0.7510829,0.99955446,0.9002376,
2534_1157,44,0.0,0.0,0.0,82.315,16.38258519103444,9.98578466987637,0.14774695,0.16927576,0.07753719,,0.7716888,0.99632436,0.7962798,
2534_1158,00,0.0,0.0,0.0,25.295,12.859656058509588,8.994478504406294,,,,,,,,
2534_1158,01,0.0,0.0,0.0,86.925,19.457578372159908,10.79347517525748,0.10437539,0.15406674,0.11696727,,0.7377169,0.98034704,0.9077498,
2534_1158,02,0.0,0.0,0.0,96.6975,20.94436257400657,9.247948699034795,0.030280437,0.0470815,0.06797294,,0.9789362,0.99996287,0.9124403,
2534_1158,03,0.0,0.0,0.0,92.5925,17.92040392040392,9.791675870215721,0.036467165,0.0625206,0.072986186,,0.95187,1.0,0.97190666,
2534_1158,04,0.0,0.0,0.0,89.02250000000001,15.63565390771996,8.763743211977244,0.073070094,0.14577249,0.07072497,,0.9590975,0.9999876,0.98096585,
2534_1158,10,0.06999999999999999,2.0,0.7559289336204529,5.2425,12.402956604673342,7.473000253848232,,,,,,,,
