Tile Index,Sub-Tile Index,Building Density,Building Height Avg,Building Height Stdev,Tree Density,Tree Height Avg,Tree Height Stdev,Shadow Factor 8am (With CDSM),Shadow Factor 12pm (With CDSM),Shadow Factor 4pm (With CDSM),Sky View Factor (With CDSM),Shadow Factor 8am (Without CDSM),Shadow Factor 12pm (Without CDSM),Shadow Factor 4pm (Without CDSM),Sky View Factor (Without CDSM)
2537_1151,13,15.3675,11.093379020690918,8.011018753051758,38.7275,8.242334258601769,5.634662436465372,0.38388014,0.5498172,0.29689825,,0.8098074,0.9483314,0.6868727,
2537_1151,14,7.9575000000000005,10.330191612243652,4.872356414794922,31.1225,6.677243152060407,5.0946000070332795,0.51491255,0.6321658,0.50202227,,0.92853177,0.984769,0.9343264,
2537_1151,20,25.290000000000003,11.965302467346191,7.713770389556885,25.77,5.697710516103997,4.839187968936328,,,,,,,,
2537_1151,21,34.3225,11.858766555786133,8.977798461914062,27.0225,6.282912387824961,6.247440803957106,0.34833986,0.508793,0.1648444,,0.6466632,0.83011746,0.4630862,
2537_1151,22,36.5325,13.439539909362793,6.030783176422119,17.2675,3.719270305487187,3.0183710736707994,0.46543857,0.6363957,0.3348057,,0.66220474,0.8140691,0.5314293,
2537_1151,23,12.255,11.929620742797852,7.1459221839904785,38.12,6.13450944386149,4.687934108129811,0.27524322,0.40278554,0.18180312,,0.7183428,0.8416425,0.7173135,
2537_1151,24,22.295,12.451783180236816,7.447617530822754,35.5425,7.14327917282127,5.700992117980804,0.25021365,0.4362718,0.2638175,,0.7407501,0.95957637,0.7322285,
2537_1151,30,38.8425,13.312543869018555,7.408276081085205,15.467500000000001,4.578794245999677,4.297155659288406,,,,,,,,
2537_1151,31,31.887500000000003,15.735554695129395,7.115593910217285,16.6725,4.187284450442345,3.7089550464479655,0.39346007,0.6429415,0.27628636,,0.62318456,0.85897326,0.48728144,
2537_1151,32,37.5225,15.266572952270508,7.444817543029785,20.0125,4.988132417239226,4.690307527978612,0.2867166,0.647352,0.23819973,,0.5381663,0.89527416,0.4093532,
